2.22804,6.69783,0.355278,1.16138,9.23792,1.66711,9.06805,6.73368,3.02719,7.99868,3.75514,2.67091,0.0151463,4.56463
1.10189,9.48952,0.441155,4.49343,1.05865,2.69758,8.19876,6.49439,1.29614,4.25124,0.650399,1.2615,2.00788,6.37847
5.87105,4.77542,0.478168,6.563,4.30386,5.00586,3.55453,1.03942,9.47041,9.11751,8.03302,0.923735,5.21026,8.80525
4.11087,1.4036,0.224691,6.37649,9.60435,0.267365,3.60915,8.96155,6.81376,8.92752,4.84877,3.23276,2.92528,5.19456
4.26838,8.66666,0.518508,4.56865,5.22085,6.78057,1.02768,2.28996,7.41405,7.97167,9.79951,0.307018,0.0500051,0.435133
7.04331,6.8781,0.188175,2.66125,7.68646,6.41631,8.92319,2.13178,8.81254,2.30728,8.39682,5.31189,7.0016,5.8954
4.0034,5.17344,0.0591527,4.17907,7.62053,8.27129,5.65466,7.8358,6.25334,9.8414,4.4536,1.64855,7.10255,2.63731
8.45167,7.15535,0.038329,4.19605,2.93372,7.00704,7.24925,8.09562,3.01708,7.99389,3.34421,6.08193,8.917,7.99521
8.98562,1.33876,0.459904,9.6034,4.40754,7.54299,5.00034,0.667426,7.43159,2.81604,9.19978,0.731136,8.19998,7.12361
5.94615,7.02031,0.433819,1.20009,9.99011,3.80595,6.65349,5.19844,0.237587,3.12614,1.02404,0.988439,2.69624,5.72056
0.401691,1.21497,0.0591231,3.68186,1.02485,4.66518,7.61178,1.1332,5.77623,1.09693,6.17814,5.94788,6.06288,8.75033
2.12352,0.0273743,0.079378,4.10623,3.34949,4.92523,8.26506,0.935646,5.39986,5.47288,2.65423,9.6422,6.4269,6.96511
6.05437,5.75356,0.108183,8.23604,3.07868,3.42982,5.04569,2.92128,7.91509,8.97837,9.40204,0.151564,7.33833,5.27614
8.69289,1.4524,0.414493,6.38276,5.06107,1.45521,7.74728,8.51016,0.264964,3.24207,9.41173,3.01479,9.51758,2.00863
4.80026,8.02107,0.15991,7.61512,7.29108,1.22892,4.41819,6.44025,1.27692,1.1356,5.98264,0.175962,7.39985,9.27061
8.27964,5.9392,0.0731488,9.41155,9.99608,4.07732,7.4798,3.03035,1.14129,1.64419,3.92968,6.14093,0.660111,4.47918
8.61496,1.62732,0.421959,1.85754,9.6573,0.218293,8.84382,8.0182,1.81752,7.11305,9.00063,3.57504,5.7801,6.20059
9.44074,0.43676,0.617355,5.89201,6.93136,5.31648,4.08891,2.3319,2.24184,8.61929,4.35417,0.57979,4.53825,4.3542
7.44828,3.30161,0.166284,4.73878,4.71243,1.74462,1.85839,3.98535,1.70856,5.73137,7.16071,0.109743,4.45383,5.46132
5.31775,5.42039,0.411885,2.55196,0.832356,9.40879,3.54845,8.87376,1.23785,4.57342,5.45138,1.42354,5.42316,6.97385
9.30872,1.67555,1.02368,4.91956,3.0338,9.12952,9.83939,0.667633,0.909399,4.26296,7.53681,1.09026,3.97727,6.01724
3.9179,8.1597,0.0101673,0.881259,1.32783,6.82902,5.32642,1.17235,3.63265,4.03221,9.38269,4.89689,2.07769,9.7
5.65613,2.54419,0.258151,8.73594,5.02559,5.11076,6.58094,5.78382,8.71982,3.95107,5.70375,2.86112,6.88202,6.04645
2.62546,6.02431,0.584435,2.60464,6.168,5.49441,4.59055,3.30822,1.2558,6.30351,3.11305,0.966178,8.5457,7.60548
8.88653,5.98802,0.718994,4.12474,4.57493,0.808352,5.96486,1.33075,5.88228,3.40579,1.09422,0.47801,3.91847,7.68525
6.60123,6.90427,0.0153358,7.74848,8.69977,6.98166,0.73568,4.57056,7.32947,6.34096,2.53463,9.4942,8.9376,4.30868
5.48147,7.02327,0.135803,2.44672,2.03714,8.16074,7.61605,3.02795,0.836426,7.81979,7.19301,2.99954,3.31951,0.94469
7.08465,1.77133,0.71366,4.48808,1.24128,2.1564,2.61992,2.91791,1.28779,3.88915,4.87357,0.0545386,6.63039,7.03142
3.98614,5.036,0.115423,9.90783,0.832894,8.45474,8.87012,0.17331,2.81983,2.92944,5.04772,7.0023,7.62885,8.13861
4.88863,3.26114,0.00556771,3.57645,9.4562,0.371144,7.82135,3.44015,8.64888,1.77645,6.71912,8.23417,1.69189,5.59963
0.28249,7.80211,0.044166,2.29755,4.90827,3.26337,7.40387,6.8971,9.48831,0.0265404,6.06532,9.91202,1.34746,6.826
2.63019,5.66732,0.685649,3.70857,9.98648,2.76646,5.82083,0.613527,1.54219,9.56044,2.34844,0.147213,4.20779,0.399198
0.303438,9.87806,0.566284,7.53707,5.53196,5.61818,4.70574,9.41587,2.60029,3.03801,9.82511,0.67969,3.54302,7.55106
0.918914,4.18636,0.1767,9.79557,4.08099,9.12514,6.2032,7.1342,4.4463,9.00723,4.44715,3.22508,3.88536,1.1897
2.74019,4.32798,0.33885,5.04816,4.48752,1.68481,6.62481,3.1852,3.58782,0.524876,1.58509,0.574493,5.50336,4.96108
5.359,8.65356,0.457127,2.9339,0.107687,9.89015,3.81216,1.02634,9.71801,0.594646,4.21798,1.54053,1.64527,2.05031
0.541494,0.89725,0.0804192,1.60505,6.05925,7.75301,4.92203,4.54643,1.86539,1.58938,2.69738,4.89008,7.57908,1.59013
6.08118,6.34206,0.969484,4.12341,2.16193,5.52142,8.55526,8.25595,7.72312,2.46717,5.66319,1.27914,8.45736,2.86371
9.7323,0.768153,0.345312,3.65461,3.0582,9.18486,9.91901,8.81109,8.02691,8.19364,0.472423,0.00532358,9.4734,9.45539
4.55343,9.46214,0.24806,9.14314,8.76382,3.58594,8.82573,4.08177,2.33801,4.87403,7.81939,0.531522,3.29579,2.29347
2.08501,2.68818,0.254563,8.44574,7.62076,2.17939,9.04917,9.35344,3.19671,7.1614,1.72329,3.37765,8.19892,9.29757
1.63215,1.51668,0.903076,7.99245,9.04975,9.11073,3.98795,5.42869,0.0157641,4.94788,8.9957,0.761493,8.40553,1.82458
2.66956,7.34873,0.0841258,3.90224,5.01446,8.11321,8.69363,3.80718,7.28223,2.50043,4.74583,3.14386,8.90841,3.61176
0.866831,8.83443,0.270523,6.68273,6.68731,3.63359,9.75914,1.93721,8.67974,0.344785,4.80823,1.95013,5.82102,3.91539
8.11002,5.07885,0.243372,0.354377,6.01219,6.80292,6.66915,8.35369,0.502915,2.48858,5.61685,2.47729,5.78999,2.36419
9.16058,1.8475,0.930013,0.720516,9.71157,2.38108,8.84426,5.42765,2.58769,1.33973,6.84003,0.30172,1.01058,4.7501
1.95586,2.14852,0.219505,9.21758,9.81905,8.70437,4.30947,9.32841,2.50808,3.26593,0.408833,1.25841,0.0611331,7.46344
5.42784,5.69108,0.0188623,7.01844,8.83853,9.20323,8.63625,9.46387,9.33304,0.394461,9.71059,5.8982,1.05478,7.72674
6.31845,4.24824,0.234963,9.03011,8.97968,1.47765,4.84445,0.602484,5.94375,6.68352,9.93524,1.59371,5.55618,2.77502
0.39712,4.39579,0.107249,2.53423,2.76047,5.14006,9.04552,7.99587,6.66834,4.77619,3.48653,8.15143,1.02199,6.56314
2.0207,1.82425,0.0925582,5.62582,3.10492,4.42202,0.84806,3.34284,3.13908,8.52181,6.1053,1.73006,7.17377,9.47693
9.69948,9.18725,0.0812767,6.01699,7.6346,4.72962,0.793961,4.10344,6.44864,2.36835,4.91891,2.04957,7.15924,5.32574
7.87674,4.45291,0.0428224,9.71652,5.50503,3.0075,7.11074,0.225352,7.49596,4.54761,1.64098,9.95708,8.66945,7.45692
4.13149,7.95264,0.0762,0.693526,6.09137,7.72679,4.12323,9.04281,2.45134,9.61015,7.83237,8.66832,8.47305,6.50185
2.87914,9.73167,0.188702,1.50943,9.04823,3.56937,0.416342,7.45971,5.31023,9.06858,5.69112,0.656477,3.40204,8.00413
6.9567,1.33221,0.495268,3.96496,9.15988,0.104894,2.94806,8.05115,5.64013,3.74574,4.67068,0.155932,0.75515,1.80538
