0.0488423,0.891906,0.261249,0.81018,6.69118,8.687,2.37721,3.82372,5.2683,4.24353,1.08173,0.563673,3.65681,9.98442,
2.98161,1.85042,0.0682632,7.30026,5.50724,0.16687,4.58271,1.62697,4.56283,7.40782,3.28889,6.38353,7.9792,6.41294,
3.8564,4.54574,0.305763,8.96091,6.08045,4.05873,5.04175,6.68233,9.95288,7.99765,6.4915,2.67169,3.12729,0.344134,
0.65851,7.58018,0.101842,1.65177,1.2417,9.23293,7.77258,3.69418,8.15057,6.69754,5.58025,7.32607,9.31874,0.0486179,
8.79263,7.67716,0.0736272,7.45213,7.97348,0.317181,0.865836,2.10705,3.24055,3.87155,9.17385,4.8894,6.10061,3.00853,
0.966697,7.28149,0.0846007,1.88334,3.30468,1.75262,6.33866,3.85288,5.29168,7.18871,0.61815,9.23964,0.682901,7.52532,
9.07092,5.03185,0.340758,7.11906,0.0357693,1.1741,3.13541,6.77066,4.54156,9.9532,3.42187,1.38633,0.0523457,9.77422,
4.40181,1.14834,0.102004,4.37581,4.28424,5.22137,5.53749,8.65884,9.08497,1.04666,1.23361,3.23309,8.5281,1.78171,
1.29944,9.6484,0.630079,9.74543,1.47717,6.73202,5.10818,3.24703,2.88928,0.0553013,9.44913,1.45925,5.55275,5.07605,
2.46896,5.78689,0.2257,3.34249,7.22148,1.48482,5.36513,1.77881,6.53789,2.24655,7.78199,1.98133,0.185101,0.998138,
8.9198,5.13836,0.385587,0.561828,2.64662,1.75259,5.84615,6.17987,5.04875,4.33591,3.5759,0.138048,0.165203,6.56869,
0.0398398,9.58768,0.187437,0.246206,7.97776,2.13766,7.63242,8.1354,1.66567,4.96213,8.5078,0.630351,4.31384,2.71486,
4.76225,9.18546,0.088047,9.80536,8.69019,6.06955,0.927009,0.244895,5.95459,8.74796,6.92393,0.423671,0.642612,0.380578,
1.79023,8.38403,0.424369,2.36784,6.34864,1.59467,1.55117,0.498782,3.03065,6.16237,1.02755,0.080188,7.71957,2.80894,
3.87188,4.74505,0.063887,3.74922,3.10494,4.68968,9.44041,5.04486,8.97359,9.16133,4.50947,0.655938,4.34708,1.41401,
8.56913,1.31732,0.200857,5.80076,3.35524,1.51436,1.87743,4.01952,6.00299,2.3334,7.4523,0.773209,5.33013,3.55774,
5.45466,6.52705,0.105024,5.1461,0.438948,7.39487,5.63529,2.34931,4.84341,3.23561,0.961109,3.36146,6.1195,0.438552,
9.44469,6.84655,0.0494875,1.73691,2.17428,3.10515,8.17899,4.24788,4.12171,3.54841,8.10646,5.2731,5.02763,9.39245,
2.2325,1.54758,0.138144,1.78573,2.7831,5.6446,8.74466,1.56379,2.61773,6.17185,0.326412,6.00459,9.12017,2.63213,
4.34295,1.89088,0.0195461,8.51138,0.765042,8.06282,1.76848,2.82434,8.70857,4.94293,5.75866,5.87721,8.22554,6.69251,
4.24543,2.92323,0.739356,6.35411,3.45965,6.32386,5.09807,3.24115,4.06305,7.68157,4.13996,0.302404,2.50509,2.98416,
1.25947,7.88303,0.0530921,2.31833,4.1002,2.11055,2.08217,4.94717,7.11613,0.868248,2.64303,1.37583,3.63338,6.25364,
9.40041,2.6983,0.400457,0.483,7.77371,2.73942,1.41189,9.58094,6.91679,0.415299,9.92989,1.71084,4.04372,2.77963,
2.99311,5.2609,0.0191752,2.27791,4.86292,1.09185,0.697906,9.70276,4.28544,5.31745,0.377621,6.66885,3.37471,8.79285,
1.36664,9.07777,0.121117,5.6075,5.17564,6.99375,3.88576,8.0373,2.90637,7.43982,0.975877,1.55841,2.15648,4.01684,
2.40022,0.565244,0.0615699,4.80481,4.49425,4.82617,3.45146,8.63314,7.11446,2.79882,9.7351,7.77567,5.76224,5.90131,
2.26105,1.40419,0.235008,9.78441,6.5917,6.7186,9.54416,8.70883,9.23013,0.843632,8.91665,2.18131,1.25749,4.70525,
0.696301,2.73755,0.0440336,0.0721993,3.45359,4.44605,4.82536,9.86081,0.633269,3.36037,7.67173,8.77199,0.769432,1.84529,
2.07222,7.72779,1.004,4.21343,5.12683,6.6662,8.81442,3.9269,9.47621,6.59831,7.74559,0.121962,9.82292,3.83713,
8.78863,0.54742,0.480364,3.47364,1.50492,3.27035,4.72021,2.55683,2.59537,0.466057,3.02206,1.83998,4.49917,7.46809,
2.74551,3.7419,0.107049,9.17265,4.6497,7.54207,9.64085,3.81206,9.31863,8.17264,7.51334,6.75919,1.72932,4.75081,
0.188794,3.06837,0.0602483,2.5935,8.93612,9.36573,9.79056,9.88569,8.75407,9.70756,4.87998,7.78295,7.97663,3.17037,
