3.83335,7.13929,0.0620082,2.17146,5.75272,5.89174,2.47463,1.12302,4.63819,4.01428,7.9385,2.31063,4.79747,1.06677
2.66768,5.67502,0.078621,1.38305,4.99806,2.46504,9.9186,1.89313,7.82983,5.98119,5.86131,1.06116,4.87983,5.3077
1.87484,0.363559,0.328465,0.509877,9.49742,3.15689,7.85124,5.86582,6.89617,3.95485,9.08615,0.846045,9.47619,6.24534
3.66161,0.618798,0.138958,5.46818,3.72123,2.64912,3.8378,1.8866,8.01523,1.92215,5.56768,5.94609,5.97549,0.139102
4.05542,9.44252,0.396962,1.73952,6.18195,0.0878744,6.90569,3.93969,4.29768,1.05313,9.98343,1.57605,8.71765,7.54633
0.915033,8.95882,0.842845,5.69064,2.52699,1.15536,8.08781,1.77794,1.87057,8.59317,5.40372,0.355592,6.43314,1.77663
1.39297,1.70646,0.474987,3.10193,4.14221,8.16654,4.95488,6.64505,3.35411,2.51906,7.82721,1.89807,0.854305,8.29915
3.93835,1.84985,0.423046,0.130155,7.50817,9.74429,2.23932,6.32574,6.7778,4.53075,8.39834,0.858572,0.0189014,7.67601
6.6883,0.337958,0.0680234,3.26874,7.76181,2.7533,4.72675,2.56764,4.30676,3.78512,6.49594,7.21895,8.97464,6.82279
7.47778,9.04505,0.134678,3.53704,7.01031,2.36152,0.0998077,7.46728,2.59838,0.970322,8.20735,0.988581,5.07898,2.40016
5.32685,8.32095,0.248345,3.9335,0.41319,4.49155,9.39848,0.252447,2.87677,9.94272,7.33529,4.27561,0.123535,6.24506
3.24287,2.83811,0.0364798,3.11597,0.0694444,7.15153,5.84535,2.8424,2.29633,4.41398,5.78058,4.19507,6.48864,4.54508
0.421963,1.93909,0.281051,3.62575,7.97819,9.45281,3.37224,7.31795,2.77098,1.84359,5.28008,2.29223,5.5874,7.47947
7.60683,8.05974,0.031717,3.06818,6.83383,6.14034,0.642045,0.848843,6.49693,3.96112,4.61104,7.72803,4.93667,0.636595
7.14644,0.149349,0.100463,8.48016,5.99697,0.999449,7.74049,4.40671,3.49802,1.23187,4.02437,7.66435,4.7148,1.61277
4.53067,6.90726,0.279175,2.09292,5.65287,7.82942,9.05822,1.48005,5.2613,6.73263,5.39258,3.1083,1.17501,8.43416
2.3315,5.46741,0.825248,9.94333,7.6121,6.54522,5.47211,9.73329,7.33086,9.82023,8.52981,0.572887,8.50638,6.67626
6.79863,4.5731,0.141585,9.61117,4.99231,5.79185,3.59039,3.6081,1.32428,7.20054,9.44158,4.67097,4.96954,3.07175
8.42543,6.17185,0.242905,2.49639,6.81138,8.83522,3.59069,8.73664,6.72147,7.81212,8.28653,1.71397,6.73475,0.938307
2.13569,4.62487,0.144662,1.33142,7.20374,3.33936,4.6412,4.58585,4.34876,9.66501,9.76842,7.79708,5.58465,1.21076
0.871935,4.613,0.73613,2.13505,3.86322,9.10908,6.23314,0.339843,1.74956,4.81204,5.88632,1.41983,3.14216,0.301854
3.27894,9.19084,0.410922,6.37227,8.81679,3.85806,2.37123,3.18084,0.34318,7.82698,8.05626,1.58486,6.75859,1.62399
6.0363,2.02,0.0881351,1.28697,0.108866,9.71309,7.98348,8.41061,7.11815,4.76425,2.80348,8.02626,7.35474,1.15887
5.4257,9.66803,0.518353,1.95354,3.18432,8.81821,7.6726,3.44525,4.39153,8.4836,3.94301,0.205972,1.76576,7.05096
3.57026,5.41026,0.184988,9.0986,0.164326,1.8199,7.04483,2.41867,0.606002,5.0697,6.52698,9.01888,0.331858,7.53233
0.902987,6.50325,0.0394199,2.53002,2.04084,0.478757,6.46179,3.29831,4.61738,4.24139,5.0413,9.04927,1.1481,6.12691
7.1721,1.55471,0.00462417,7.71835,2.32835,2.6431,2.57804,9.15302,4.78718,8.09329,3.87521,0.684807,9.55842,8.35014
2.66063,7.24163,0.0303878,0.728353,1.42522,3.6405,5.94598,4.06336,2.8267,8.39726,2.79727,3.68831,9.49371,0.801545
0.159086,3.75204,0.460811,4.85355,3.68001,9.8496,2.3014,9.59556,2.54371,2.07341,7.83248,0.535693,3.3893,3.93172
1.23966,4.96579,0.0902148,6.23938,5.23996,7.96991,0.299651,6.23755,4.46511,5.07937,9.05172,2.1888,7.13416,3.7669
6.56721,5.12288,0.19708,2.32585,0.593661,7.66528,0.433983,3.94488,1.60779,2.1485,9.84126,1.99628,1.41382,2.14349
3.68355,9.45797,0.134122,4.19126,2.47598,3.82208,7.63127,8.7984,4.67562,3.11232,8.69435,5.97852,0.90422,7.22935
6.9469,6.58119,0.0861351,7.67271,5.30879,4.85427,5.66687,3.12592,7.41287,8.13761,8.84453,9.96319,1.36668,9.73605
8.97568,4.26847,0.142633,7.22997,4.17636,2.04923,1.35387,4.54063,4.43414,4.51101,6.48084,3.53275,4.96381,6.78361
7.13488,5.9981,0.0979032,5.45876,5.4063,3.65545,7.13831,3.558,9.22996,7.91743,8.25304,8.90739,6.55967,8.36285
7.59703,3.32421,0.0674049,2.87446,1.11,5.76884,6.90005,9.07196,2.42181,3.35988,9.47682,6.8694,3.99261,3.87865
2.72093,0.681861,0.03
